cast_member,country_of_origin,director,original_language,publication_date,audience_average,audience_percent,audience_ratings,critic_average,critic_percent,oscars,awards,nominations,year,month,day,dayofweek,num_actors,action film,comedy film,crime film,drama film,horror film
16901,9,1854,97,1325376000,3.0,36.0,144.0,3.9,15.0,0,0,0,2012,1,1,6,5,0,0,0,1,0
13795,13,7938,19,1293840000,1.9,15.0,62.0,3.5,17.0,0,0,0,2011,1,1,5,1,0,0,0,0,1
15832,45,4958,19,883612800,1.9,18.0,3625.0,2.2,13.0,0,0,0,1998,1,1,3,4,0,1,0,0,0
19226,45,8000,19,1136073600,3.4,61.0,3934.0,6.9,81.0,0,0,0,2006,1,1,6,1,0,1,0,0,0
11353,45,7112,19,1325376000,4.3,78.0,134.0,6.7,83.0,0,0,0,2012,1,1,6,5,0,0,0,1,0
3438,59,3378,20,1362614400,3.5,59.0,926.0,5.1,44.0,3,3,0,2013,3,7,3,14,0,0,0,1,0
415,113,7710,4,703382400,3.9,84.0,27082.0,7.5,91.0,1,26,13,1992,4,16,3,11,0,0,0,1,0
18740,45,744,19,504921600,3.1,46.0,102.0,2.3,10.0,0,0,0,1986,1,1,2,4,1,0,0,0,0
10388,8,4133,19,978307200,3.3,64.0,6179.0,6.0,67.0,0,0,0,2001,1,1,0,5,0,1,0,0,0
15920,9,4579,97,1325376000,3.2,59.0,57.0,7.0,80.0,0,0,0,2012,1,1,6,2,0,0,0,1,0
9822,74,3377,14,1293840000,2.3,24.0,690.0,4.7,20.0,0,0,0,2011,1,1,5,7,0,1,0,0,0
3705,8,2927,19,1230768000,3.4,61.0,1661.0,6.8,85.0,0,0,0,2009,1,1,3,1,0,0,1,0,0
3797,45,2728,19,1293840000,2.6,31.0,5305.0,6.9,71.0,4,6,0,2011,1,1,5,3,0,0,0,1,0
5589,45,7566,19,1388534400,3.5,66.0,57144.0,7.9,88.0,0,0,0,2014,1,1,2,12,0,0,0,1,0
9845,45,8000,19,1136073600,2.7,29.0,2132.0,4.3,43.0,0,0,0,2006,1,1,6,13,0,1,0,0,0
7164,45,8000,19,1325376000,2.9,38.0,301.0,2.4,0.0,0,0,0,2012,1,1,6,5,0,1,0,0,0
9011,13,7874,19,1377648000,3.0,40.0,297.0,6.0,46.0,0,0,0,2013,8,28,2,4,0,0,0,1,0
16328,113,312,4,978307200,3.6,75.0,1138.0,6.5,100.0,17,16,0,2001,1,1,0,1,0,0,0,1,0
1863,45,5417,19,1356998400,3.3,53.0,180686.0,2.7,7.0,5,15,0,2013,1,1,1,38,0,1,0,0,0
6599,74,1392,14,1388534400,3.3,55.0,86.0,5.6,50.0,0,0,0,2014,1,1,2,4,0,0,0,1,0
14265,8,8000,19,1325376000,2.5,24.0,62.0,2.4,14.0,0,0,0,2012,1,1,6,2,0,0,1,0,0
13276,45,2055,19,536457600,3.6,80.0,4105.0,6.6,88.0,0,0,0,1987,1,1,3,4,0,1,0,0,0
14958,45,6917,19,1406764800,4.4,92.0,252294.0,7.7,91.0,2,52,99,2014,7,31,3,31,1,0,0,0,0
14409,8,6718,19,820454400,3.2,60.0,1431.0,6.7,83.0,0,0,0,1996,1,1,0,5,0,0,0,1,0
6134,45,7446,19,1230768000,3.7,64.0,3896.0,5.4,46.0,0,0,0,2009,1,1,3,1,0,0,0,1,0
6117,13,8000,19,820454400,3.0,36.0,101.0,5.2,14.0,0,0,0,1996,1,1,0,3,0,0,0,1,0
19226,45,4125,19,1431907200,4.3,89.0,134802.0,8.9,98.0,1,93,112,2015,5,18,0,1,0,1,0,1,0
17638,45,7730,19,1388534400,2.7,31.0,12973.0,4.3,25.0,0,0,0,2014,1,1,2,9,0,0,0,0,1
11625,45,1916,19,1388534400,2.6,32.0,3534.0,3.0,18.0,0,0,0,2014,1,1,2,1,1,0,0,0,1
9422,7,7035,13,1369180800,2.9,32.0,60.0,5.9,62.0,0,0,0,2013,5,22,2,2,0,0,0,1,0
16182,58,4327,63,1369094400,4.0,80.0,15311.0,7.9,91.0,0,0,0,2013,5,21,1,26,0,0,0,1,0
8362,8,8000,19,1325376000,1.9,19.0,2203.0,1.5,0.0,0,0,0,2012,1,1,6,8,0,1,0,0,0
5342,45,1288,19,1327190400,3.5,68.0,11060.0,6.9,85.0,0,0,0,2012,1,22,6,12,0,0,0,1,0
18466,45,7162,19,1072915200,3.5,62.0,1248.0,5.2,38.0,0,0,0,2004,1,1,3,4,0,0,0,0,1
9210,45,8000,19,1356998400,2.1,14.0,243.0,3.9,13.0,0,0,0,2013,1,1,1,7,0,0,1,1,0
8044,15,1002,57,1167609600,3.9,88.0,10.0,5.5,40.0,0,0,0,2007,1,1,0,5,0,1,0,0,0
6596,8,6827,19,915148800,3.1,52.0,1005.0,5.6,39.0,0,0,0,1999,1,1,4,6,0,0,0,1,0
14440,45,8000,19,1072915200,2.5,40.0,81.0,2.1,0.0,0,0,0,2004,1,1,3,1,0,0,1,1,0
7846,74,5536,19,1230768000,2.7,17.0,302.0,5.2,43.0,0,0,0,2009,1,1,3,4,0,1,0,0,0
2515,13,328,13,1360454400,3.2,60.0,188.0,7.0,89.0,3,8,0,2013,2,10,6,2,0,0,0,1,0
15174,13,6112,19,1041379200,3.9,89.0,1257.0,8.0,95.0,1,1,0,2003,1,1,2,4,0,0,0,1,0
15346,45,8000,19,1325376000,2.3,21.0,1553.0,3.4,28.0,0,0,0,2012,1,1,6,3,0,1,0,0,0
15355,45,5627,19,1009843200,3.2,53.0,1071.0,5.3,50.0,0,0,0,2002,1,1,1,4,0,0,0,0,1
6220,45,8000,19,946684800,2.9,64.0,625.0,6.2,55.0,0,0,0,2000,1,1,5,4,0,1,0,0,0
6279,8,4372,19,1262304000,3.6,70.0,3515.0,6.4,71.0,0,0,0,2010,1,1,4,5,0,0,0,1,0
17841,45,8000,19,1167609600,2.2,17.0,712.0,5.5,20.0,0,0,0,2007,1,1,0,1,0,0,0,0,1
17162,8,4952,19,1230768000,3.2,51.0,8634.0,4.1,14.0,0,0,0,2009,1,1,3,5,0,0,1,0,0
11516,13,2009,19,599616000,3.6,71.0,431.0,7.8,100.0,0,0,0,1989,1,1,6,6,0,0,0,1,0
5368,13,6112,19,1009843200,3.5,73.0,2736.0,7.4,87.0,4,2,0,2002,1,1,1,1,0,0,0,0,1
18431,8,1082,19,1325376000,2.2,14.0,117.0,2.9,0.0,0,0,0,2012,1,1,6,8,0,0,0,1,1
2854,45,5732,19,1358467200,2.9,34.0,2570.0,4.7,34.0,5,1,0,2013,1,18,4,4,0,0,0,1,0
1058,45,1436,19,347155200,2.9,38.0,1589.0,4.8,43.0,0,0,0,1981,1,1,3,1,0,0,0,0,1
3237,45,7140,19,1136073600,3.8,76.0,611.0,6.1,63.0,0,0,0,2006,1,1,6,1,0,1,0,0,0
11029,8,7131,19,1072915200,2.8,29.0,11616.0,5.2,38.0,0,0,0,2004,1,1,3,6,0,1,0,0,0
17954,9,6836,97,1293840000,3.5,66.0,367.0,7.4,85.0,0,0,0,2011,1,1,5,2,0,0,0,1,0
10620,45,7069,19,378691200,3.0,40.0,63.0,4.5,20.0,0,0,0,1982,1,1,4,3,0,0,0,1,0
2773,100,4442,7,1325376000,4.1,88.0,13394.0,8.1,99.0,0,0,0,2012,1,1,6,3,0,0,0,1,0
10952,15,7468,57,-31536000,4.1,88.0,883.0,8.1,100.0,0,0,0,1969,1,1,2,2,0,0,0,1,0
11128,45,2551,19,978307200,3.2,45.0,586.0,5.1,25.0,0,0,0,2001,1,1,0,1,0,0,0,0,1
12076,45,7455,19,1420070400,2.7,33.0,1678.0,2.5,0.0,0,0,0,2015,1,1,3,16,0,1,0,0,0
5136,8,83,19,852076800,3.4,73.0,561.0,4.6,14.0,0,0,0,1997,1,1,2,12,0,0,0,1,0
11442,113,4750,4,1223251200,3.7,77.0,491.0,7.2,89.0,0,0,0,2008,10,6,0,4,0,1,0,0,0
14000,51,285,83,-63158400,3.3,56.0,1382.0,5.2,52.0,0,0,0,1968,1,1,0,3,0,0,0,1,0
6854,45,4391,19,1358812800,2.6,30.0,2503.0,6.1,68.0,0,0,0,2013,1,22,1,5,0,0,0,1,0
4570,45,7511,19,1356998400,2.0,23.0,3141.0,1.1,0.0,2,0,0,2013,1,1,1,9,0,1,0,0,0
15812,8,2531,19,1262304000,2.8,33.0,6281.0,4.4,33.0,1,0,0,2010,1,1,4,1,0,1,0,0,0
459,45,128,19,757382400,3.7,76.0,307.0,6.8,100.0,0,0,0,1994,1,1,5,4,0,0,0,1,0
4192,43,2733,19,1420070400,2.9,33.0,1892.0,5.2,25.0,0,0,0,2015,1,1,3,3,0,0,0,0,1
6254,45,5435,19,1199145600,3.1,43.0,3035.0,4.9,48.0,0,0,0,2008,1,1,1,11,0,0,0,1,0
19226,45,5411,19,1396483200,3.6,58.0,105513.0,5.4,46.0,0,0,0,2014,4,3,3,1,0,1,0,0,0
18944,74,4181,14,1388534400,3.3,50.0,1531.0,4.7,60.0,0,0,0,2014,1,1,2,1,1,0,0,0,0
15027,45,5312,19,1325376000,2.9,38.0,2736.0,5.7,61.0,1,6,0,2012,1,1,6,10,0,0,0,0,1
12511,8,6279,19,1376006400,2.9,45.0,787.0,7.5,87.0,0,0,0,2013,8,9,4,1,0,0,0,1,0
13823,8,8000,19,1293840000,3.0,29.0,838.0,3.3,19.0,0,0,0,2011,1,1,5,3,0,1,0,0,0
7906,13,1993,19,1104537600,3.7,74.0,695.0,4.8,14.0,0,0,0,2005,1,1,5,2,0,0,0,1,0
14347,45,7124,19,126230400,3.1,58.0,1317.0,4.7,33.0,0,0,0,1974,1,1,1,7,1,0,0,0,0
19226,70,2266,25,1230768000,3.5,50.0,147.0,6.4,73.0,0,0,0,2009,1,1,3,1,0,0,0,1,0
5497,45,8000,19,1293840000,3.4,58.0,1581.0,6.4,95.0,0,0,0,2011,1,1,5,1,0,0,0,0,1
1516,7,6823,19,1370044800,3.3,53.0,1041.0,4.7,31.0,0,0,0,2013,6,1,5,10,0,0,0,1,0
19226,45,240,19,1391731200,3.8,73.0,73154.0,6.6,80.0,2,16,0,2014,2,7,4,1,0,1,0,0,0
15472,45,4263,19,347155200,3.3,68.0,30013.0,4.5,43.0,0,0,0,1981,1,1,3,6,0,1,0,0,0
18612,45,6884,19,1199145600,3.9,74.0,652.0,5.7,50.0,1,3,0,2008,1,1,1,5,0,0,0,1,0
10368,45,6761,108,1346976000,4.0,82.0,1477.0,6.8,75.0,17,22,0,2012,9,7,4,8,0,0,0,1,0
16746,90,8000,108,1293840000,2.9,46.0,86.0,5.2,43.0,0,0,0,2011,1,1,5,4,0,0,0,1,0
13375,8,8000,19,1262304000,2.8,30.0,602.0,5.3,64.0,0,0,0,2010,1,1,4,7,0,0,0,0,1
18978,74,3851,14,1429142400,4.2,85.0,4302.0,7.8,79.0,0,0,0,2015,4,16,3,13,0,1,0,1,0
9958,15,1635,57,-189388800,4.0,91.0,698.0,7.8,86.0,0,0,0,1964,1,1,2,1,0,0,1,1,0
10164,48,8000,19,1262304000,3.7,70.0,737.0,5.2,67.0,0,0,0,2010,1,1,4,2,0,0,0,1,0
6438,45,6645,19,946684800,2.8,31.0,1374.0,5.1,56.0,0,0,0,2000,1,1,5,12,0,1,0,0,0
1240,54,4018,76,1148515200,3.5,64.0,173.0,7.3,100.0,0,0,0,2006,5,25,3,4,0,0,0,1,0
12282,45,1112,19,1262304000,1.6,0.0,346.0,4.0,33.0,0,0,0,2010,1,1,4,4,0,0,0,0,1
13658,45,8000,19,631152000,3.5,53.0,321.0,4.6,20.0,0,0,0,1990,1,1,0,3,1,0,0,0,0
19226,13,6635,19,978307200,3.2,53.0,1644.0,4.2,20.0,0,0,0,2001,1,1,0,1,0,0,0,0,1
6545,45,5919,19,1325376000,3.6,71.0,23675.0,7.2,84.0,0,0,0,2012,1,1,6,22,0,1,0,0,0
991,45,7263,19,1331424000,3.6,68.0,4172.0,7.3,88.0,0,0,0,2012,3,11,6,9,0,0,0,1,0
5885,41,6600,19,1167609600,3.6,69.0,287.0,3.7,6.0,0,0,0,2007,1,1,0,4,1,0,0,0,0
6840,45,2893,19,788918400,2.6,50.0,3192.0,4.7,30.0,0,0,0,1995,1,1,6,25,0,1,0,0,0
16325,45,6229,19,1136073600,3.1,47.0,736.0,6.0,60.0,0,0,0,2006,1,1,6,1,0,0,0,0,1
13626,45,8000,19,1293840000,2.6,22.0,394.0,2.7,25.0,0,0,0,2011,1,1,5,6,0,0,1,0,0
13608,45,4009,19,668476800,3.4,59.0,556.0,4.7,45.0,0,0,0,1991,3,9,5,14,0,1,0,0,0
3110,45,7098,19,1167609600,3.1,48.0,9282.0,3.4,13.0,2,0,0,2007,1,1,0,3,0,0,0,1,0
5211,45,178,19,1136073600,3.1,45.0,7697.0,7.1,100.0,0,0,0,2006,1,1,6,5,0,0,0,0,1
6955,45,4831,19,873590400,3.9,90.0,8262.0,7.5,81.0,0,0,0,1997,9,7,6,7,0,0,0,1,0
16622,8,6527,19,820454400,2.9,48.0,1425.0,4.0,14.0,0,0,0,1996,1,1,0,4,0,1,0,1,0
16239,90,3108,108,1167609600,3.7,74.0,1424.0,7.5,95.0,0,0,0,2007,1,1,0,2,0,0,0,1,0
4916,45,8000,19,1293840000,2.3,15.0,1602.0,3.4,4.0,0,0,0,2011,1,1,5,6,0,0,1,0,1
17920,45,1754,19,1378598400,3.2,53.0,45441.0,6.5,73.0,0,0,0,2013,9,8,6,6,0,0,0,0,1
18611,41,921,19,1086048000,3.6,77.0,1159.0,7.2,88.0,13,9,0,2004,6,1,1,3,0,0,0,1,0
11515,16,4367,19,1392681600,2.9,34.0,46461.0,4.4,27.0,9,4,0,2014,2,18,1,12,1,0,0,1,0
18787,7,3301,13,1294790400,3.5,67.0,558.0,6.7,83.0,1,0,0,2011,1,12,2,22,0,1,1,0,0
6730,8,8000,19,1325376000,3.1,45.0,8014.0,5.7,74.0,2,1,0,2012,1,1,6,8,0,1,0,0,0
2051,8,3186,19,31536000,3.2,51.0,142.0,7.1,80.0,0,0,0,1971,1,1,4,5,0,0,0,0,1
19099,8,421,19,-347155200,2.9,30.0,537.0,4.2,20.0,0,0,0,1959,1,1,3,4,0,0,0,0,1
4402,45,592,19,903484800,3.6,78.0,499326.0,5.7,54.0,4,8,0,1998,8,19,2,15,1,0,0,0,1
12388,7,4591,70,757382400,3.9,86.0,97.0,5.4,43.0,0,0,0,1994,1,1,5,3,0,1,0,0,0
9859,8,2589,19,283996800,4.1,91.0,8438.0,6.3,88.0,0,0,0,1979,1,1,0,10,0,0,1,1,0
6238,45,2360,19,-662688000,3.0,33.0,142.0,5.0,43.0,0,0,0,1949,1,1,5,12,0,0,0,1,0
16304,23,366,86,1253750400,3.5,69.0,467.0,5.5,63.0,0,0,0,2009,9,24,3,22,0,0,0,1,0
121,13,1152,19,1356998400,3.1,39.0,5861.0,5.5,45.0,5,0,0,2013,1,1,1,10,0,1,0,0,0
8456,16,6507,19,1356998400,3.2,53.0,7847.0,6.6,73.0,10,10,0,2013,1,1,1,7,0,0,0,1,0
931,45,8000,19,1325376000,3.6,65.0,1901.0,5.6,70.0,0,0,0,2012,1,1,6,3,0,1,0,0,0
17254,45,1719,19,1373155200,3.0,44.0,5348.0,5.8,77.0,1,2,0,2013,7,7,6,13,0,0,0,1,0
8029,45,2548,19,1199145600,3.2,65.0,24279.0,6.2,57.0,0,0,0,2008,1,1,1,6,0,0,0,1,0
12176,102,3463,96,946684800,3.6,73.0,4351.0,6.1,64.0,1,11,0,2000,1,1,5,5,1,0,0,0,0
7717,8,5368,19,567993600,3.2,45.0,1384.0,6.4,67.0,0,0,0,1988,1,1,4,8,0,0,0,1,0
4301,8,4360,19,1293840000,3.3,52.0,4779.0,6.1,64.0,0,0,0,2011,1,1,5,2,0,0,0,1,0
4631,45,1351,19,283996800,3.8,85.0,5567.0,8.2,90.0,0,0,0,1979,1,1,0,5,0,0,1,1,0
5725,45,2476,19,1358726400,4.0,84.0,55383.0,7.3,85.0,5,30,0,2013,1,21,0,11,0,1,0,1,0
4431,45,8000,19,1305244800,3.4,54.0,1629.0,3.1,17.0,0,0,0,2011,5,13,4,6,1,0,0,1,0
4988,45,7209,19,31536000,3.4,40.0,359.0,5.1,33.0,0,0,0,1971,1,1,4,7,0,0,0,0,1
19226,59,205,47,599616000,3.7,91.0,229.0,8.5,85.0,0,0,0,1989,1,1,6,1,0,0,0,1,0
9680,45,4081,19,1009843200,2.9,28.0,1742.0,5.3,48.0,0,0,0,2002,1,1,1,12,0,0,0,1,0
10175,45,3252,19,567993600,2.6,28.0,9217.0,2.7,9.0,0,0,0,1988,1,1,4,6,0,0,0,0,1
5742,45,5076,19,1356998400,3.2,49.0,17424.0,3.5,6.0,0,0,0,2013,1,1,1,5,0,0,0,1,0
4191,15,7760,19,1325376000,3.2,45.0,7384.0,5.2,33.0,0,0,0,2012,1,1,6,9,0,0,0,1,0
15408,45,5039,19,1327017600,3.5,64.0,2632.0,7.8,88.0,0,0,0,2012,1,20,4,4,0,0,0,1,0
17318,45,3188,19,-946771200,3.4,56.0,429.0,6.6,88.0,1,0,0,1940,1,1,0,13,1,0,0,0,0
137,13,4343,19,1262304000,3.5,59.0,11632.0,4.5,21.0,0,0,0,2010,1,1,4,6,0,0,0,1,0
7294,45,5609,19,-568080000,3.2,37.0,431.0,5.3,43.0,0,0,0,1952,1,1,1,4,0,1,0,0,0
16680,45,3241,19,1167609600,3.9,74.0,697.0,6.2,80.0,0,0,0,2007,1,1,0,2,0,0,0,1,0
18295,51,5168,83,1323388800,3.4,56.0,488.0,6.2,53.0,0,0,0,2011,12,9,4,8,0,0,0,1,0
4469,45,4366,19,347155200,3.3,58.0,1043.0,6.5,83.0,0,0,0,1981,1,1,3,7,0,0,0,1,0
8480,45,2030,19,536457600,4.1,93.0,4054.0,8.1,93.0,0,0,0,1987,1,1,3,6,0,0,0,1,0
9663,45,2206,19,-68083200,4.1,87.0,369.0,7.4,83.0,0,0,0,1967,11,5,6,11,0,0,1,0,0
15392,45,8000,19,1230768000,3.0,38.0,2685.0,3.6,0.0,0,0,0,2009,1,1,3,20,0,0,0,1,0
7071,45,4642,19,1314316800,2.6,25.0,706.0,4.0,10.0,0,0,0,2011,8,26,4,22,0,1,0,0,0
17774,45,2567,19,94694400,3.8,74.0,710.0,6.9,88.0,0,0,0,1973,1,1,0,7,0,0,0,1,0
12063,45,1909,19,1199145600,3.1,48.0,2123.0,3.9,29.0,0,0,0,2008,1,1,1,4,0,0,0,1,0
6677,13,2221,19,1167609600,3.1,39.0,1461.0,5.8,40.0,0,0,0,2007,1,1,0,2,0,0,0,0,1
12225,45,5948,19,504921600,2.5,35.0,2077.0,4.9,33.0,0,0,0,1986,1,1,2,14,0,1,0,0,0
14112,45,272,19,915148800,3.0,53.0,550.0,4.3,17.0,1,0,0,1999,1,1,4,4,0,1,0,0,0
7406,45,8000,19,1262304000,2.5,30.0,1949.0,5.2,50.0,0,0,0,2010,1,1,4,1,0,0,0,0,1
6248,45,6195,19,915148800,2.9,44.0,1442.0,4.2,27.0,0,0,0,1999,1,1,4,13,0,0,0,1,0
18501,12,4743,70,1104537600,3.4,63.0,833.0,6.3,74.0,0,0,0,2005,1,1,5,1,0,0,0,1,0
2094,13,3852,19,347155200,3.7,76.0,205.0,6.2,78.0,0,0,0,1981,1,1,3,11,0,0,0,1,0
11567,45,6198,19,567993600,3.0,42.0,1433.0,6.2,63.0,0,0,0,1988,1,1,4,4,1,0,1,1,0
6887,45,2145,19,1325376000,3.4,60.0,8093.0,6.6,70.0,0,0,0,2012,1,1,6,9,0,1,0,1,0
2946,45,3726,19,694224000,4.0,81.0,346.0,8.1,100.0,0,0,0,1992,1,1,2,1,0,0,1,1,0
19226,45,8000,19,1041379200,2.7,27.0,1853.0,4.6,33.0,0,0,0,2003,1,1,2,1,0,0,0,0,1
3494,8,3761,19,1230768000,3.5,61.0,489.0,5.9,43.0,3,1,0,2009,1,1,3,13,0,0,0,1,0
16412,45,2154,19,978307200,3.3,51.0,871.0,4.4,20.0,0,0,0,2001,1,1,0,1,0,0,0,1,0
12283,45,6274,19,1136073600,2.8,37.0,3157.0,6.9,70.0,0,0,0,2006,1,1,6,3,0,0,0,0,1
3700,45,1117,19,1136073600,2.3,23.0,185.0,6.3,67.0,0,0,0,2006,1,1,6,5,0,0,0,0,1
149,45,6354,19,1325376000,3.7,68.0,12923.0,5.8,58.0,0,0,0,2012,1,1,6,8,0,0,0,1,0
19226,45,7536,19,567993600,2.9,37.0,1188.0,5.6,50.0,0,0,0,1988,1,1,4,1,1,0,0,0,1
11330,45,7395,19,1230768000,2.7,27.0,10244.0,3.2,8.0,0,0,0,2009,1,1,3,6,0,0,0,1,1
14833,45,1461,19,757382400,2.7,13.0,247.0,3.4,20.0,0,0,0,1994,1,1,5,5,0,0,0,0,1
5188,45,8000,19,1325376000,1.5,9.0,2953.0,3.3,14.0,0,0,0,2012,1,1,6,9,1,0,0,0,0
3561,45,105,19,788918400,3.0,40.0,1205.0,5.6,64.0,0,0,0,1995,1,1,6,18,0,0,1,1,0
4949,8,7415,19,504921600,2.9,40.0,3191.0,4.5,33.0,0,0,0,1986,1,1,2,5,0,0,0,0,1
1143,45,8000,19,883612800,3.1,56.0,1837.0,4.1,0.0,0,0,0,1998,1,1,3,2,0,0,1,1,0
8707,11,7872,56,1327017600,3.9,78.0,180.0,5.8,40.0,0,0,0,2012,1,20,4,1,1,0,0,0,0
6698,45,5385,19,915148800,3.2,45.0,1072.0,4.7,26.0,2,2,0,1999,1,1,4,2,0,0,0,1,0
5750,8,2116,19,883612800,3.2,38.0,274.0,5.5,60.0,0,0,0,1998,1,1,3,3,0,1,0,1,0
14683,32,3342,113,1356998400,3.4,60.0,112.0,6.7,93.0,5,5,0,2013,1,1,1,1,0,0,0,1,0
18497,45,2654,19,946684800,3.6,78.0,1719.0,5.1,48.0,0,0,0,2000,1,1,5,3,0,1,0,0,0
6800,13,5759,19,1293840000,3.0,39.0,701.0,4.3,22.0,0,0,0,2011,1,1,5,7,0,0,0,1,0
4691,45,4534,19,1347235200,2.6,24.0,1425.0,4.8,20.0,0,0,0,2012,9,10,0,12,0,1,0,0,0
3384,45,1551,19,1358726400,2.2,15.0,451.0,4.5,28.0,0,0,0,2013,1,21,0,16,0,1,0,0,0
3096,45,5647,19,1041379200,3.5,81.0,687.0,6.6,76.0,0,0,0,2003,1,1,2,1,0,1,0,0,0
7331,45,8000,19,473385600,2.8,28.0,1539.0,4.0,33.0,0,0,0,1985,1,1,1,3,0,0,1,0,0
6398,45,4672,19,1325376000,2.8,36.0,4679.0,4.3,44.0,0,0,0,2012,1,1,6,4,0,0,0,1,0
16784,13,3078,19,1262304000,3.2,52.0,3206.0,5.7,52.0,5,0,0,2010,1,1,4,1,0,0,0,0,1
17332,8,4459,19,946684800,3.5,61.0,1654.0,5.7,45.0,1,4,0,2000,1,1,5,4,0,0,0,1,0
17115,45,7127,19,978307200,3.5,84.0,1788.0,6.2,71.0,3,0,0,2001,1,1,0,2,0,0,1,1,0
1326,51,4793,83,1346976000,3.4,60.0,217.0,7.1,80.0,0,0,0,2012,9,7,4,21,0,0,0,1,0
16209,44,4583,4,1356998400,3.5,64.0,10762.0,7.9,99.0,0,0,0,2013,1,1,1,5,0,0,0,1,0
2938,20,1272,30,1346976000,3.5,63.0,372.0,6.8,96.0,0,0,0,2012,9,7,4,2,0,0,0,1,0
11275,45,8000,19,1293840000,3.4,62.0,192.0,4.3,47.0,0,0,0,2011,1,1,5,5,0,1,0,0,0
11740,45,5469,19,1104537600,2.0,20.0,531.0,1.5,6.0,0,0,0,2005,1,1,5,2,0,0,0,0,1
477,8,8000,19,1230768000,2.2,16.0,394.0,3.1,0.0,0,0,0,2009,1,1,3,8,0,0,0,1,0
6358,13,5263,19,1293840000,3.9,77.0,410.0,6.3,100.0,0,0,0,2011,1,1,5,2,0,0,0,1,0
19226,45,8000,19,1136073600,3.5,69.0,1429.0,7.2,90.0,5,2,0,2006,1,1,6,1,0,1,0,0,0
14869,107,8000,95,1383696000,3.5,57.0,193.0,6.3,40.0,0,0,0,2013,11,6,2,5,1,0,0,0,0
1896,45,8000,19,1293840000,2.1,17.0,2316.0,2.9,11.0,0,0,0,2011,1,1,5,5,0,0,0,0,1
19226,88,3523,94,1009843200,3.9,81.0,542.0,7.7,93.0,0,0,0,2002,1,1,1,1,0,0,0,1,0
14026,15,4401,57,1342915200,3.3,52.0,227.0,7.3,100.0,0,0,0,2012,7,22,6,6,0,1,0,0,0
3340,45,7346,19,1365033600,3.3,41.0,540.0,5.4,56.0,0,0,0,2013,4,4,3,3,0,0,0,1,0
9951,45,8000,19,1041379200,3.5,72.0,2772.0,6.0,64.0,4,2,0,2003,1,1,2,4,0,1,0,0,0
16998,45,1054,19,852076800,3.5,61.0,4075.0,6.4,65.0,0,0,0,1997,1,1,2,3,0,0,0,1,0
6620,45,943,19,1325376000,3.6,68.0,3252.0,6.5,82.0,0,0,0,2012,1,1,6,8,0,0,1,1,0
17738,45,6540,19,315532800,2.9,19.0,7712.0,4.1,17.0,0,0,0,1980,1,1,1,2,0,0,0,0,1
16061,13,1250,19,1104537600,3.8,85.0,1576.0,7.1,77.0,0,0,0,2005,1,1,5,2,0,0,0,1,0
16291,8,6642,19,1293840000,3.1,49.0,132.0,3.5,8.0,0,0,0,2011,1,1,5,2,1,0,0,0,0
7907,8,5300,19,788918400,3.0,48.0,654.0,6.2,67.0,0,0,0,1995,1,1,6,1,0,0,1,0,0
8858,45,1896,19,1293840000,3.5,62.0,215.0,6.8,85.0,0,0,0,2011,1,1,5,6,0,0,0,1,0
9326,45,6213,19,1325376000,3.4,53.0,61017.0,5.4,56.0,0,0,0,2012,1,1,6,13,0,1,0,0,0
1911,45,1248,19,1325376000,3.2,49.0,1319.0,3.5,0.0,0,0,0,2012,1,1,6,5,0,0,1,1,0
12962,45,3370,19,-94694400,4.0,91.0,17010.0,8.0,95.0,0,0,0,1967,1,1,6,9,0,0,1,0,0
7054,45,2012,19,757382400,3.6,74.0,1323.0,7.0,80.0,0,0,0,1994,1,1,5,1,0,0,1,1,0
5658,45,5773,19,1369267200,4.1,83.0,343171.0,6.2,69.0,9,21,0,2013,5,23,3,21,1,0,0,0,0
3373,45,6873,19,1336694400,3.5,53.0,56916.0,4.6,32.0,0,0,0,2012,5,11,4,8,0,0,0,1,0
14568,45,5304,19,1325376000,3.0,39.0,1901.0,4.7,19.0,0,0,0,2012,1,1,6,5,0,1,0,0,0
10909,45,5405,19,1167609600,3.6,72.0,1637.0,6.9,81.0,5,5,0,2007,1,1,0,1,0,1,0,0,0
2191,45,2186,19,1230768000,3.4,56.0,390.0,6.7,81.0,0,0,0,2009,1,1,3,7,0,0,0,1,0
19226,64,8000,19,1293840000,3.1,50.0,177.0,5.3,63.0,0,0,0,2011,1,1,5,1,0,0,0,1,0
19226,45,7097,19,1358467200,2.5,25.0,6827.0,6.0,55.0,2,5,0,2013,1,18,4,1,0,0,0,0,1
2305,13,8000,19,1136073600,3.3,60.0,6024.0,6.5,67.0,4,7,0,2006,1,1,6,3,0,1,0,0,0
15597,13,6414,19,1009843200,3.8,84.0,449.0,6.5,67.0,0,0,0,2002,1,1,1,3,0,0,0,1,0
8392,45,4828,19,1346457600,3.8,77.0,19839.0,7.8,92.0,1,1,47,2012,9,1,5,5,0,1,0,0,0
6166,45,4151,19,883612800,3.3,17.0,318.0,4.1,27.0,0,0,0,1998,1,1,3,4,0,1,0,0,0
16731,45,7616,19,94694400,3.3,49.0,571.0,7.7,83.0,0,0,0,1973,1,1,0,2,0,0,0,0,1
8034,45,4321,19,1370649600,4.0,82.0,158000.0,7.2,86.0,15,22,0,2013,6,8,5,9,0,0,0,0,1
